Site Dec,Site Hex,Description,County Name,Lat,Lon,Range,Frequencies
001,1,"Ford KCMO","Clay",39.20556,-94.47522,5,935.637500,936.137500,938.400000,939.487500,935.725000,939.000000,939.500000,939.925000
