Site Dec,Site Hex,Description,County Name,Lat,Lon,Range,Frequencies
001,1,"GEHA Stadium (Arrowhead)","Jackson",39.04950,-94.48867,5,464.950000,463.562500c,461.387500c,452.725000,464.412500c
