Site Dec,Site Hex,Description,County Name,Lat,Lon,Range,Frequencies
001,1,"Casino","Clay",39.142343,-94.544240,1,461.537500,461.837500,462.162500,463.362500,463.637500,464.312500,464.612500,464.962500
