Site Dec,Site Hex,Description,County Name,Lat,Lon,Range,Frequencies
001,1,"Children's Mercy","Jackson",39.04722,-94.57661,15,464.875000,464.575000
002,2,"Site 2","Jackson",39.04722,-94.57661,15,
